Nama Makanan,Gambar,Deskripi,Bahan Makanan,Bahan Dasar,Kalori,Protein,Lemak,Karbohidrat,Kehalalan,Resep,Harga,Alergi
Sweet and sour pork loin,https://github.com/KostKater/ML/blob/main/Gambar/sweet-and-sour-pork-loin-foto-resep-utama.jpg?raw=true,"Potongan daging babi lumbung yang digoreng dengan saus asam manis, menghasilkan hidangan yang manis dan gurih.","500 gr pork/beef loin
1 buah wortel brastagi
1/2 paprika merah
1/2 bawang bombay
Ukuran jempol jahe
2 buah bawang putih
1 ruas daun bawang besar
secukupnya Canolla oil
Saus sweet sour
4 sendok saus tomat
3 sendok cuka masak
4 sendok gula palm/aren
1 sendok maizena
1/2 sendok teh garam
2-4 sendok air
Marinated daging
1 1/2 sendok makan kecap asin
1 sendok makan rice wine
1 sendok makan saus tiram
1/2 sendok teh baking powder
secukupnya Lada","daging babi, wortel brastagi, paprika merah, bawang bombay, jahe, bawang putih, daun bawang, Canolla oil, Saus sweet sour, saus tomat, cuka, gula aren, maizena, garam, air, kecap asin, rice, wine, saus tiram, baking powder, Lada",300,20,15,20,0,"Langkah 1
Pertama cuci daging dengan garam dan baking soda supaya darah2 hilang gosok2 lalu bilas keringkan dengan towel paper (saya lupa jadi hasilnya basah pas marinated)
Langkah 2
Kemudian potong daging berlawan arah dari seratnya (biar empuk) tipis2 lebih enak tapi kalau mau tebal kaya aku punya juga ok
Langkah 3
Kemudian masukkan bumbu marinated ke dalam daging aduk rata diamkan 2-3jam (saya overnight karena marinated malam buat sarapan)
Langkah 4
Keluarkan daging dari kulkas kemudian baluri dengan maizena kering di wadah terpisah
Langkah 5
Goreng daging 2x dengan suhu medium sampai 60% matang kemudian suhu tinggi sampai matang 100% (jangan pakai olive oil) minyak jagung lebih baik saya pakai canolla dan berbuih 
Langkah 6
Setelah daging matang sisihkan dan siapkan sayur2nya potong kotak2 atau segitiga yang penting bunda bahagia 
Langkah 7
Tumis sayuran kecuali batang daun bawang putih (mau pakai untuk garnish bisa)
Selama 30 detik lalu sisihkan
Langkah 8
Masukan saus sweet sour ke dalam wajan masak hingga mengental baru masukan daging dan sayuran tadi
Aduk2 kira2 5 menit
Langkah 9
Hiyaa bener udah gitu aja
Wkwkkwkw
Selamat mencoba
Kalau suka pedes bisa tambahin cabe merah besar atau saus sambal di adonan saus ya mom","Rp45,000",Kedelai
Kuah bakut sayur asin (551),https://github.com/KostKater/ML/blob/main/Gambar/kuah-bakut-sayur-asin-551-foto-resep-utama.jpg?raw=true, Kuah dengan tulang babi dan sayuran asin yang memberikan rasa gurih dan segar.,"Bakut dan kuah (frozen), keluarkan 30 menit sebelumnya
1 ikat kecil Sayur asin, cuci, potong
2 siung Bawang putih,(ready goreng)
3 cm Jahe, kupas,,belah lalu geprek
Sedikit Lada, Garam,gula
Optional: jagung keputren dan tomat","Bakut dan kuah, Sayur, asin, Bawang putih, Jahe, Lada, Garam, gula, jagung, keputren, tomat",300,15,15,20,0,"Langkah 1
Siapkan bahan.
Tumis bawang putih dan jahe dengan 1/2 sdm minyak sampai harum lalu masukkan bakut, tambahkan air secukupnya.masak sampai mendidih.
Langkah 2
Masukkan sayur asin, (optional, tomat dan keputren)serta bumbu. Koreksi rasa.taburi bawang putih goreng
Langkah 3
Sajikan hangat.","Rp50,000",0
"Babi Kapsim Goreng gurih, renyah, & nikmat",https://github.com/KostKater/ML/blob/main/Gambar/babi-kapsim-goreng-gurih-renyah-nikmat-foto-resep-utama.jpg?raw=true,"Potongan daging babi yang digoreng dengan bumbu kapsim, menghasilkan hidangan gurih, renyah, dan nikmat.","1/2 kg daging kapsim babi
3 sdm saos super raja rasa
Garam
Kaldu
secukupnya Lada hitam bubuk
secukupnya Kunyit bubuk
2 sdm Bawang putih bubuk putih
Minyak goreng
Bumbu giling (jgn terlalu halus)
1,5 sdm ketumbar
5 bawang merah
Bahan sambal (giling tangan)
1 sdm bawang goreng
15 cabe rawit merah rebus
1 sdm bawang putih bubuk
Garam
Kaldu","daging kapsim babi, saos super raja rasa, Garam, Kaldu, Lada hitam bubuk, Kunyit bubuk, Bawang putih bubuk putih, Minyak goreng, Bumbu giling, ketumbar, bawang merah, bawang goreng, cabai rawit merah, bawang putih bubuk, Garam, Kaldu",400,15,25,20,0,"angkah 1
Potong daging ukuran sedang (tidak terlalu tebal & tidak terlalu tipis)
Langkah 2
Geprek daging, jgn sampai hancur
Langkah 3
Masukkan ke dalam bumbu (bahan yang tercantum di atas) kecuali minyak goreng dan bahan sambal, aduk dan diamkan selama 1 jam (simpan di dalam kulkas sebentar)
Langkah 4
Panaskan minyak goreng, goreng daging hingga warna kuning kecoklatan, sisihkan
Langkah 5
Siap disantap dengan sambal","Rp35,000",0
Thick Cut Pork Soup,https://github.com/KostKater/ML/blob/main/Gambar/thick-cut-pork-soup-foto-resep-utama.jpg?raw=true,"Sup dengan potongan daging babi yang tebal, menghasilkan kuah yang kaya rasa dan bergizi.","1 bh Kentang (potong jadi 8 lalu rendam dlm air)
3 cm Lobak (iris jadi 16)
1/3 btg Wortel (potong jadi 16)
1 ruas Jahe (iris tipis)
100 g Samcan (iris 2cm ; kalo mau halal bisa diganti dng Sapi)
400 ml Air
400 ml Air
1 sdm Sake (bisa diganti dng juice apel/ anggur + air lemon)
2 sdm Miso (bisa diganti Tauco tp beda rasa hasilnya)
1 btg Daun Bawang (iris2)","Kentang, Lobak, Wortel, Jahe, Samcan, Air, Sake, Miso, Daun Bawang,babi",300,20,15,20,0,"Langkah 1
Tumis samcan tanpa minyak hingga kedua sisinya kecoklatan lalu buang minyak yg berlebih pada wajan (sisakan sedikiiiit saja)
Langkah 2
Tuang air dan sake, masak hingga mendidih (busa yg ada boleh dibuang) lalu tambahkan jahe, tutup wajan biarkan masak hingga daging empuk
Langkah 3
Masukan sayuran, tutup kembali dan biarkan masak hingga sayuran matang, lalu beri Miso, masak sebentar (buat kita akan terasa plain jadi bisa ditambahkan bumbu lain jika dirasa perlu)
Langkah 4
Angkat dan Sajikan segera selagi masih hangat
Jangan lupa beri taburan daun bawang","Rp45,000",0
Sweet & Sour Pork / Daging Babi Saos Asam Manis,https://github.com/KostKater/ML/blob/main/Gambar/sweet-sour-pork-daging-babi-saos-asam-manis-foto-resep-utama.jpg?raw=true, Potongan daging babi yang digoreng dengan saus asam manis yang lezat.,"350 g daging babi (me: has)
Sejumput garam
1 sdt arak
1 kuning telur
1 sdm tepung tapioka
Secukupnya tapioka untuk baluran
Bahan Saos A
1/2 buah bawang bombay, potong kotak kecil
1 buah tomat, potong kotak kecil
Sedikit minyak
1/4 cup madu
1 cup saos tomat (me: 1/2 cup)
10 pcs manisan sancha
1 sdm selai strawberry
1 sdm gula pasir
Secukupnya garam
Secukupnya air
Bahan Saos B
1/2 bawang bombay, potong kotak besar
1/2 (150 g) buah nanas, potong kotak besar
1/2 paprika hijau&merah (me: 3 cabe merah besar+2 cabe hijau besar)
1 sdm cuka
Secukupnya tapioka cair","daging babi, garam, arak, kuning telur, tepung tapioka, bawang bombay, tomat, minyak, madu, saos tomat, sancha, selai, strawberry, gula, garam, air, bawang bombay, nanas, kotak, paprika hijau, paprikamerah, cuka",400,20,20,40,0,"Langkah 1
Tusuk2 daging dengan tusukan. Potong ukuran bites, gepak dengan pisau, tusuk2 dengan belakang pisau
Langkah 2
Campur daging dengan arak, kuning telur, garam dan tapioka. Aduk rata. Balur dengan tepung tapioka sambil diremas2, bentuk bulat
Langkah 3
Panaskan minyak. Goreng daging sampai matang. Angkat. Panaskan minyak, goreng 1x lagi sebentar saja (kurleb 2m)
Langkah 4
Saos A: Panaskan sedikit minyak. Tumis bawang bombay+tomat+arak sampai wangi. Masukkan madu+saos tomat+manisan sancha+air+gula pasir+garam
Langkah 5
Masak sampai mendidih. Ambil ampas
Langkah 6
Saos B: Masukkan nenas+cabe+bombay+cuka ke saos A. Aduk rata. Tambahkan tapioka cair. Masukkan daging. Aduk rata","Rp40,000",Telur
Sawi Gulung isi Babi,https://github.com/KostKater/ML/blob/main/Gambar/sawi-gulung-isi-babi-foto-resep-utama.jpg?raw=true,"Sawi yang digulung dengan isian daging babi, menciptakan hidangan yang lezat dan bergizi.","300 gr babi cincang berbumbu
1/2 buah wortel parut
1 pcs tahu jepang (lumatkan / hancurkan)
2 batang daun bawang
lada putih
garam
1 bh sawi putih
1 sdm saus tiram
1 sdm kaldu ayam
1 sdt garam
1 sdt kaldu jamur","babi cincang berbumbu, wortel, tahu, daun bawang, lada putih, garam, sawi putih, saus tiram, kaldu ayam, garam, kaldu jamur",200,10,10,10,0,"Langkah 1
Cuci sawi putih hingga bersih lalu rebus sawi sampai lunak
Langkah 2
Campurkan parutan wortel, potongan daun bawang, tahu yang sudah dihaluskan, daging cincang, serta sejumput tepung, saus tiram,kaldu, lada dan garam. aduk hingga merata
Langkah 3
Letakkan adonan di atas lembaran sawi yang sudah direbus
Langkah 4
Lalu kukus sawi gulung selama 15- 20 menit. Angkat dan sajikan.","Rp35,000",Kedelai
Tumis Ma Ling,https://github.com/KostKater/ML/blob/main/Gambar/tumis-ma-ling-foto-resep-utama.jpg?raw=true,"Tumisan dengan menggunakan Ma Ling, daging babi yang populer, menghasilkan hidangan yang enak dan lezat.","Maling Goreng :
1/2 kaleng Ma Ling ukuran besar (versi halal pakai chicken / turkey luncheon meat) - potong2 memanjang
Secukupnya Tepung Terigu
Sedikit Garam dan Merica
(Campur rata tepung dan bumbu lalu balur potongan Ma Ling merata)
Bahan Lain :
Secukupnya Minyak Goreng
1 tbsp Margarine (Blue Band)
Bahan Tumis :
1 pc Bawang Bombay (iris2)
1 pc Wortel (iris korek api / julienned)
2 batang Daun Bawang (iris tipis serong)
Sesuai selera Cabe Merah / Rawit (iris2)
Sedikit Air
Sedikit Garam
Sedikit Merica Bubuk
1 tbsp Kecap Asin (cap Angsa)
1 tsp Totole
1 tsp Gula Pasir","Kaleng Ma Ling, babi,Tepung Terigu, Garam, Merica, Minyak Goreng, Margarine, Bawang Bombay, Wortel, cabai Merah Rawit, Air, Merica Bubuk, Kecap Asin, Totole, Gula",300,15,15,20,0,"Langkah 1
Panaskan secukupnya minyak dalam wajan. Goreng ma ling yg sudah dibalur bahan tepung sampai garing kecoklatan. Angkat dan sisihkan.
Langkah 2
Sisakan sedikit minyak dan 1 sdm margarin dalam wajan. Panaskan di api besar lalu masukkan semua bahan tumisan sampai layu, beri bumbu2 dan sedikit air. Test rasa!
Langkah 3
Masukkan Ma ling yg telah digoreng, aduk2 sebentar. Angkat dan sajikan.","Rp40,000","Kedelai,Gandum"
Sup Tahu Bakso Babi,https://github.com/KostKater/ML/blob/main/Gambar/sup-tahu-bakso-babi-foto-resep-utama.jpg?raw=true,Sup dengan tahu dan bakso babi yang nikmat dan mengenyangkan.,"1/2 kotak tahu sutra, potong
2 buah bawang putih
2 sdm kecap ikan
Secukupnya lada
Secukupnya garam
300 ml air
Bahan Daging
100 gram daging babi (boleh ganti daging ayam/sapi)
2 buah bawang putih
1 sdm tepung maizena
Secukupnya lada
Secukupnya garam","tahu, bawang putih, kecap ikan, lada, garam, air, daging babi, bawang putih, tepung maizena, lada, garam",300,15,15,20,0,"Langkah 1
Giling bahan daging sampai halus.
Langkah 2
Panaskan wajan dan beri sedikit minyak. Masukkan bawang putih yang sudah di cincang, tumis hingga harum.
Langkah 3
Masukkan air dan masak sampai mendidih.
Langkah 4
Kemudian masukkan daging yang sudah di bulat bulatkan.
Langkah 5
Tambahkan kecap ikan, garam dan lada.
Langkah 6
Jika daging sudah matang, masukkan tahu yang sudah di potong.
Langkah 7
Selanjutnya bisa koreksi rasa. Jika rasa sudah pas bisa matikan kompor. (Agar lebih sedap: tambahkan bawang putih goreng dan daun seledri)
Langkah 8
Sajikan hidangan di atas mangkok. Selamat mencoba","Rp30,000","Kedelai,Seafood"
Pork Lettuce Stir Fry,https://github.com/KostKater/ML/blob/main/Gambar/pork-lettuce-stir-fry-foto-resep-utama.jpg?raw=true,"Tumisan daging babi dengan selada yang segar, memberikan hidangan yang sehat dan lezat.","1 bh Head Lettuce (uk. kecil, sobek2)
200 g Pork Slices (kalo mau halal, daging bisa diganti)
1 sdm Sake (bisa diganti dng juice anggur/apel + air lemon)
1/3 sdt Garam
1 sdt Kecap Asin
1/3 sdt Kaldu Bubuk
Sedikit Jahe halus
1 sdt Tepung Kentang","selada, daging babi, Sake, Garam, Kecap Asin, Kaldu Bubuk, Jahe, Tepung Kentang",300,15,15,20,0,"Langkah 1
Marinate daging dengan semua bahan bumbu lalu tumis dengan sedikit minyak hingga agak golden brown, masukan selada, aduk rata masak hingga layu tapi masih crunchy, angkat dan sajikan dengan taburan Lada hitam bubuk","Rp35,000",Kedelai
Bakkut teh (non halal),https://github.com/KostKater/ML/blob/main/Gambar/bakkut-teh-non-halal-foto-resep-utama.jpg?raw=true,Hidangan Bakkut teh dengan menggunakan daging babi.,"1/2 kg iga babi
5 biji wortel potong sesuai selera
2 siung bawang putih jangan dikupas
1 bumbu bakkut teh instan
Air untuk merebus
gula
garam
merica","iga babi, wortel, bawang putih, bumbu bakkut teh instan, Air, gula, garam, merica",400,20,20,40,0,"Langkah 1
Rebus air dan iga kurang lebih 45 menit atau sampai setengah empuk,tiriskan bersama dengan air bekas rebusan,tiriskan sambil tutup pancinya.
Langkah 2
Rebus wortel dan bawang putih bersamaan dengan air tidak terlalu banyak.
Langkah 3
Setelah setengah matang, masukkan bumbu bakkut teh beserta air kaldu tanpa iga nya,aduk2 sampe merata lalu campur dengan gula,garam dan merica sesuai selera. Jangan lupa untuk koreksi rasa
Langkah 4
Masukkan kembali iga setengah empuk,tunggu sampai mendidih dan empuk dagingnya. Sajikan dengan nasi hangat","Rp40,000",0
Babi Tumis Pedas,https://github.com/KostKater/ML/blob/main/Gambar/babi-tumis-pedas-foto-resep-utama.jpg?raw=true,Tumisan daging babi dengan bumbu pedas yang menggugah selera.,"1/4 kg daging/kulit babi
4 siung bawang putih (geprek lalu cincang halus)
2 cabe merah besar (rajang menyerong)
10 cabe rawit (ulek kasar)
2 buah tomat
3 sdm kecap manis
1 sdm saus tiram
1/4 sdt garam
1/4 sdt gula
secukupnya kaldu bubuk","daging babi, bawang putih, cabai merah, cabai rawit, tomat, kecap manis, saus tiram, garam, gula, kaldu bubuk",300,15,15,20,0,"Langkah 1
Siapkan bahan yg diperlukan. rebus daging dan kulit babi hingga empuk. boleh dipresto, sesuai selera.
Langkah 2
Tumis bawang putih hingga agak layu, lalu masukkan tomat dan cabe merah. tambahkan air secukupnya. jika air sudah agak mendidih, masukkan kecap manis, saus tiram, garam, gula dan kaldu bubuk. masukkan daging dan kulit babi. cek rasa, jika sudah OK, masukkan cabe rawit yg sudah diulek. tunggu beberapa menit, hingga semua bumbu menyatu ke dalam daging. jika kuah sudah mengental dan agak menyusut, matikan api kompor.
Langkah 3
Babi tumis pedas siap disajikan bersama nasi pulen hangat.","Rp45,000",Kedelai
Iga Babi Goreng,https://github.com/KostKater/ML/blob/main/Gambar/iga-babi-goreng-foto-resep-utama.jpg?raw=true,Iga babi yang digoreng hingga renyah dan gurih.,"300 gr iga babi
Bumbu Marinasi 1
1/2 sdt bawang putih bubuk / 1 siung bawang putih dihaluskan
1/2 sdt jahe bubuk / 1 ruas jahe dihaluskan
1/2 sdt garam
1/2 sdt kaldu ayam / jamur
1/4 sdt lada
1/4 sdt cabe bubuk
1/2 sdt kecap ikan
3/4 sdm saos tiram
1/2 sdm minyak wijen
1/4 sdt baking soda
Bumbu Marinasi 2
1 bh telur kocok lepas
2 sdm tepung maizena
2 sdm tepung beras / terigu","iga babi, bawang putih, jahe bubuk, garam, kaldu ayam, jamur, lada, cabai bubuk, kecap ikan, saos tiram, minyak wijen, baking soda, telur kocok lepas, tepung maizena, tepung beras, terigu",400,20,25,10,0,"Langkah 1
Cuci bersih iga, rendem dengan air sampai darahnya bersih lalu tiriskan
Langkah 2
Campurkan iga dengan bumbu marinasi 1, aduk rata *baking soda dimasukkan paling akhir
Langkah 3
Lalu masukkan telur, aduk rata
Langkah 4
Masukkan tepung maizena dan beras / terigu, aduk rata dan diamkan di kulkas minimal 1 jam atau semalaman supaya makin meresap
Langkah 5
Kemudian goreng sampai kuning kecoklatan *lebih baik lakukan 2x penggorengan","Rp35,000","Telur,Kedelai,Seafood,Gandum"
Nori Butter Rice With Lapchiong,https://github.com/KostKater/ML/blob/main/Gambar/nori-butter-rice-with-lapchiong-foto-resep-utama.jpg?raw=true,"Nasi dengan nori, mentega, dan lapchiong (sausages babi), menciptakan hidangan yang lezat dan bergizi.","2 sdm butter (saya: merk Anchor)
3 porsi nasi semalam
3 pc lapchiong
2 sachet bumbu kani mayo rice
2 butir telur
2 sdm soy sauce
Pelengkap
4 lembar nori untuk taburan (sesuai selera)
30 gr selada keriting","butter, nasi, lapchiong, bumbu kani mayo rice, telur, kecap, nori, selada, keriting",400,15,20,40,0,"Langkah 1
Potong-potong lapchiong sesuai selera
Langkah 2
Panaskan panci (kalo bisa anti lengket) lalu masukkan telur dan orak-arik telur. Kemudian masukkan potongan lapchiong, aduk-aduk sampai beberapa menit lalu masukkan nasi, soy sauce dan butter, dan tambahkan bumbu instant kani mayo rice. Aduk-aduk beberapa saat.
Langkah 3
Saat menyajikan, gunting lembaran nori sebagai toping nasi dan tambahkan selada keriting sebagai pelengkan. Cocok sebagai bekal anak yang mudah dan cepat.","Rp40,000",Telur
Sosis babi / lap chong simpel gampang,https://github.com/KostKater/ML/blob/main/Gambar/sosis-babi-lap-chong-simpel-gampang-foto-resep-utama.jpg?raw=true,"Sosis babi yang simpel dan mudah dibuat, cocok untuk hidangan yang praktis.","2 buah sosis babi
3 siung bawang putih
1/2 sdt Merica
1 sdm Kecap asin
1/2 sdt gula","sosis babi, bawang putih, Merica, Kecap asin, gula",200,10,15,5,0,"Langkah 1
Potong"" sosis babi. Panaskan teflon jangan memakai minyak nanti sosisnya akan mengeluarkan minyak sendiri. Masukan sosis babi gunakan api kecil saja soalnya gampang gosong jika sudah masak masukan bawang putih. Tumis sampai bawang putih kecoklatan. Tambahkan kecap asin gula dan merica. Lalu sajikan.","Rp45,000",Kedelai
Sop Daging B2 Sederhana (Non Halal) dan sambal andaliman,https://github.com/KostKater/ML/blob/main/Gambar/sop-daging-b2-sederhana-non-halal-dan-sambal-andaliman-foto-resep-utama.jpg?raw=true,Sup daging babi B2 yang sederhana dab disajikan dengan sambal andaliman yang khas.,"250 gr daging babi
250 gr tulang rusuk babi
2 pcs sosis (anak saya suka tambahan sosis)
2 liter air
4 bawang putih di geprek
1 sdt merica bubuk
1 ruas lengkuas
3 buah wortel, iris halus
2 kentang,iris kecil kecil
2 batang daun bawang
1 ikat daun sop
1 buah jeruk nipis
Bawang merah goreng (saya beli yg sudah jadi)
2 sdm andaliman
20 pcs cabe rawit","daging babi, tulang rusuk babi, air, bawang putih, merica bubuk, lengkuas, wortel, kentang, daun bawang, daun sop, jeruk nipis, Bawang merah, andaliman, cabai rawit",400,20,20,30,0,"Langkah 1
Potong kecil kecil daging babi, usahakan potongan kecil agar mudah di makan anak anak.
Langkah 2
Tulangan di rebus sekitar 1 jam dengan bawang putih geprek dan lengkuas
Langkah 3
Setelah 1 jam masukan daging babi yang sudah di potong kecil,masak hingga empuk, jangan lupa tambahkan lada dan garam, cek rasanya.
Langkah 4
Setelah itu masukkan juga kentang dan wortel.
Langkah 5
Setelah wortel dan kentang empuk masukan daun bawang dan daun sop.
Langkah 6
Untuk sambal andaliman, tinggal giling andaliman dan cabe rawit dgn sedikit garam, tes rasanya klo kurang garam bisa ditambahkan, ini menurut saya udah super pedas ya, jadi hati hati bagi yang tidak terlalu suka makan pedas.
Langkah 7
Untuk penyelesaian, saat sop dihidangkan di mangkok, peras air jeruk nipis dan taburkan bawang goreng.","Rp40,000",0
Melted Cheese Potato with Smoked Beef and Bacon,https://github.com/KostKater/ML/blob/main/Gambar/melted-cheese-potato-with-smoked-beef-and-bacon-foto-resep-utama.jpg?raw=true,"Kentang dengan keju leleh, smoked beef, dan bacon, menghasilkan hidangan yang gurih dan lezat.","3 buah kentang
2 slice smoked beef
2 slice bacon (opsional)
2 sosis black papper (varian sosis dapat disesuaikan selera)
Quick melt cheese
Kaldu jamur
Merica bubuk
Parsley kering","kentang, daging babi panggang, bacon, sosis black papper, keju, Kaldu jamur, Merica bubuk, Parsley kering",400,15,20,40,0,"Langkah 1
Cuci kentang hingga bersih. Kemudian kukus kentang sampai empuk (sekitar 30-40 menit dengan api sedang)
Langkah 2
Potong smoked beef dan bacon berbentuk kotak kecil-kecil. Potong sosis juga dengan rapi. Untuk ukuran potongan dapat disesuaikan selera, ya🙌🏻
Langkah 3
Sembari menunggu kentang yang dikukus tadi, masukkan smoked beef, bacon, dan sosis yang sudah dipotong-potong ke dalam wajan dengan sedikit minyak panas untuk digoreng sebentar. Saat digoreng, berikan sedikit merica. Goreng hingga kemerahan, gunakan api kecil sehingga tidak gosong. Jika sudah. Tiriskan.
Langkah 4
Kupas kentang yang sudah empuk kemudian potong-potong menjadi bentuk dadu agar lebih mudah saat makan. Masukkan ke dalam mangkok. Catatan: kentang juga bisa tidak dipotong, ya.
Langkah 5
Potong quick melt cheese secukupnya (sesuaikan selera) Kalau aku pakai Kraft Quick Melt dan biasanya pakai 1/4 itu sudah banyak melelehnya. Masukkan keju yang sudah dipotong ke dalam mangkok bersama kentang.
Langkah 6
Siapkan kukusan dan kukus kentang bersama keju yang sudah dicampur pada mangkok. Berikan merica, kaldu jamur sesuai selera. Catatan: jika suka asin, bisa menambahkan kaldu jamur yang agak banyak. Jangan lupa, tapi kejunya aja udah asin loh😝
Langkah 7
Kukus kurang lebih 15 menit. Jika keju sudah meleleh, masukkan sosis, bacon, dan smoked beef yang sudah ditiriskan ke dalam mangkok. Kukus sebentar 1-2 menit.
Langkah 8
Melted Cheese Potato siap untuk dihidangkan. Hias sesuai selera dan bisa ditambahkan Parsley juga🤗
","Rp45,000","Seafood,susu"
